,Lab,Floor,Server,Hood,Sash,Occupancy,Internal Temp,External Temp,FloorNum,Energy Occupied,Energy Unoccupied,Sash Open Time Occupied,Sash Open Time Unoccupied
35,327B,3,biotech_main,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_327b_control/hoodvalve_flow,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_327b_control/hood_sash,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_327b_control/occ,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_327b_control/zone/zone_temp/trend_log,#biotech/ground_flr_mech/building_hydronic_heating_syatems/reheat_heat_exchanger/oat,,Biotech.nanFloor.Lab_327B.Hood_1.energy.occ,Biotech.nanFloor.Lab_327B.Hood_1.energy.unocc,Biotech.nanFloor.Lab_327B.Hood_1.sashOpenTime.occ,Biotech.nanFloor.Lab_327B.Hood_1.sashOpenTime.unocc
36,333,3,biotech_main,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_333_control/hoodvalve_flow,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_333_control/hood_sash,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_333_control/occ,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_333_control/zone/zone_temp/trend_log,#biotech/ground_flr_mech/building_hydronic_heating_syatems/reheat_heat_exchanger/oat,,Biotech.nanFloor.Lab_333.Hood_1.energy.occ,Biotech.nanFloor.Lab_333.Hood_1.energy.unocc,Biotech.nanFloor.Lab_333.Hood_1.sashOpenTime.occ,Biotech.nanFloor.Lab_333.Hood_1.sashOpenTime.unocc
37,333B,3,biotech_main,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_333b_control/hoodvalve_flow,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_333b_control/hood_sash,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_333b_control/occ,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_333b_control/zone/zone_temp/trend_log,#biotech/ground_flr_mech/building_hydronic_heating_syatems/reheat_heat_exchanger/oat,,Biotech.nanFloor.Lab_333B.Hood_1.energy.occ,Biotech.nanFloor.Lab_333B.Hood_1.energy.unocc,Biotech.nanFloor.Lab_333B.Hood_1.sashOpenTime.occ,Biotech.nanFloor.Lab_333B.Hood_1.sashOpenTime.unocc
38,341,3,biotech_main,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_341_control/hoodvalve_flow,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_341_control/hood_sash,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_341_control/occ,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_341_control/zone/zone_temp/trend_log,#biotech/ground_flr_mech/building_hydronic_heating_syatems/reheat_heat_exchanger/oat,,Biotech.nanFloor.Lab_341.Hood_1.energy.occ,Biotech.nanFloor.Lab_341.Hood_1.energy.unocc,Biotech.nanFloor.Lab_341.Hood_1.sashOpenTime.occ,Biotech.nanFloor.Lab_341.Hood_1.sashOpenTime.unocc
39,341B,3,biotech_main,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_341b_control/hoodvalve_flow,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_341b_control/hood_sash,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_341b_control/occ,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_341b_control/zone/zone_temp/trend_log,#biotech/ground_flr_mech/building_hydronic_heating_syatems/reheat_heat_exchanger/oat,,Biotech.nanFloor.Lab_341B.Hood_1.energy.occ,Biotech.nanFloor.Lab_341B.Hood_1.energy.unocc,Biotech.nanFloor.Lab_341B.Hood_1.sashOpenTime.occ,Biotech.nanFloor.Lab_341B.Hood_1.sashOpenTime.unocc
40,345,3,biotech_main,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_345_control/hoodvalve_flow,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_345_control/hood_sash,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_345_control/occ,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_345_control/zone/zone_temp/trend_log,#biotech/ground_flr_mech/building_hydronic_heating_syatems/reheat_heat_exchanger/oat,,Biotech.nanFloor.Lab_345.Hood_1.energy.occ,Biotech.nanFloor.Lab_345.Hood_1.energy.unocc,Biotech.nanFloor.Lab_345.Hood_1.sashOpenTime.occ,Biotech.nanFloor.Lab_345.Hood_1.sashOpenTime.unocc
41,345B,3,biotech_main,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_345b_control/hoodvalve_flow,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_345b_control/hood_sash,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_345b_control/occ,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_345b_control/zone/zone_temp/trend_log,#biotech/ground_flr_mech/building_hydronic_heating_syatems/reheat_heat_exchanger/oat,,Biotech.nanFloor.Lab_345B.Hood_1.energy.occ,Biotech.nanFloor.Lab_345B.Hood_1.energy.unocc,Biotech.nanFloor.Lab_345B.Hood_1.sashOpenTime.occ,Biotech.nanFloor.Lab_345B.Hood_1.sashOpenTime.unocc
42,360,3,biotech_main,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_360_control/hoodvalve_flow,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_360_control/hood_sash,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_360_control/occ,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_360_control/zone/zone_temp/trend_log,#biotech/ground_flr_mech/building_hydronic_heating_syatems/reheat_heat_exchanger/oat,,Biotech.nanFloor.Lab_360.Hood_1.energy.occ,Biotech.nanFloor.Lab_360.Hood_1.energy.unocc,Biotech.nanFloor.Lab_360.Hood_1.sashOpenTime.occ,Biotech.nanFloor.Lab_360.Hood_1.sashOpenTime.unocc
43,360B,3,biotech_main,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_360b_control/hoodvalve_flow,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_360b_control/hood_sash,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_360b_control/occ,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_360b_control/zone/zone_temp/trend_log,#biotech/ground_flr_mech/building_hydronic_heating_syatems/reheat_heat_exchanger/oat,,Biotech.nanFloor.Lab_360B.Hood_1.energy.occ,Biotech.nanFloor.Lab_360B.Hood_1.energy.unocc,Biotech.nanFloor.Lab_360B.Hood_1.sashOpenTime.occ,Biotech.nanFloor.Lab_360B.Hood_1.sashOpenTime.unocc
44,367,3,biotech_main,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_367_control/hoodvalve_flow,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_367_control/hood_sash,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_367_control/occ,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_367_control/zone/zone_temp/trend_log,#biotech/ground_flr_mech/building_hydronic_heating_syatems/reheat_heat_exchanger/oat,,Biotech.nanFloor.Lab_367.Hood_1.energy.occ,Biotech.nanFloor.Lab_367.Hood_1.energy.unocc,Biotech.nanFloor.Lab_367.Hood_1.sashOpenTime.occ,Biotech.nanFloor.Lab_367.Hood_1.sashOpenTime.unocc
45,367B,3,biotech_main,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_367b_control/hoodvalve_flow,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_367b_control/hood_sash,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_367b_control/occ,#biotech/biotech_3rd_floor/third_floor_fume_hood_lab_spaces/lab_367b_control/zone/zone_temp/trend_log,#biotech/ground_flr_mech/building_hydronic_heating_syatems/reheat_heat_exchanger/oat,,Biotech.nanFloor.Lab_367B.Hood_1.energy.occ,Biotech.nanFloor.Lab_367B.Hood_1.energy.unocc,Biotech.nanFloor.Lab_367B.Hood_1.sashOpenTime.occ,Biotech.nanFloor.Lab_367B.Hood_1.sashOpenTime.unocc
46,403,4,biotech_main,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_403_control/hoodvalve_flow,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_403_control/hood_sash,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_403_control/occ,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_403_control/zone/zone_temp/trend_log,#biotech/ground_flr_mech/building_hydronic_heating_syatems/reheat_heat_exchanger/oat,,Biotech.nanFloor.Lab_403.Hood_1.energy.occ,Biotech.nanFloor.Lab_403.Hood_1.energy.unocc,Biotech.nanFloor.Lab_403.Hood_1.sashOpenTime.occ,Biotech.nanFloor.Lab_403.Hood_1.sashOpenTime.unocc
47,403B,4,biotech_main,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_403b_control/hoodvalve_flow,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_403b_control/hood_sash,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_403b_control/occ,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_403b_control/zone/zone_temp/trend_log,#biotech/ground_flr_mech/building_hydronic_heating_syatems/reheat_heat_exchanger/oat,,Biotech.nanFloor.Lab_403B.Hood_1.energy.occ,Biotech.nanFloor.Lab_403B.Hood_1.energy.unocc,Biotech.nanFloor.Lab_403B.Hood_1.sashOpenTime.occ,Biotech.nanFloor.Lab_403B.Hood_1.sashOpenTime.unocc
48,409,4,biotech_main,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_409_control/hoodvalve_flow,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_409_control/hood_sash,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_409_control/occ,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_409_control/zone/zone_temp/trend_log,#biotech/ground_flr_mech/building_hydronic_heating_syatems/reheat_heat_exchanger/oat,,Biotech.nanFloor.Lab_409.Hood_1.energy.occ,Biotech.nanFloor.Lab_409.Hood_1.energy.unocc,Biotech.nanFloor.Lab_409.Hood_1.sashOpenTime.occ,Biotech.nanFloor.Lab_409.Hood_1.sashOpenTime.unocc
49,409B,4,biotech_main,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_409b_control/hoodvalve_flow,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_409b_control/hood_sash,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_409b_control/occ,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_409b_control/zone/zone_temp/trend_log,#biotech/ground_flr_mech/building_hydronic_heating_syatems/reheat_heat_exchanger/oat,,Biotech.nanFloor.Lab_409B.Hood_1.energy.occ,Biotech.nanFloor.Lab_409B.Hood_1.energy.unocc,Biotech.nanFloor.Lab_409B.Hood_1.sashOpenTime.occ,Biotech.nanFloor.Lab_409B.Hood_1.sashOpenTime.unocc
50,417,4,biotech_main,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_417_control/hoodvalve_flow,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_417_control/hood_sash,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_417_control/occ,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_417_control/zone/zone_temp/trend_log,#biotech/ground_flr_mech/building_hydronic_heating_syatems/reheat_heat_exchanger/oat,,Biotech.nanFloor.Lab_417.Hood_1.energy.occ,Biotech.nanFloor.Lab_417.Hood_1.energy.unocc,Biotech.nanFloor.Lab_417.Hood_1.sashOpenTime.occ,Biotech.nanFloor.Lab_417.Hood_1.sashOpenTime.unocc
51,417B,4,biotech_main,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_417b_control/hoodvalve_flow,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_417b_control/hood_sash,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_417b_control/occ,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_417b_control/zone/zone_temp/trend_log,#biotech/ground_flr_mech/building_hydronic_heating_syatems/reheat_heat_exchanger/oat,,Biotech.nanFloor.Lab_417B.Hood_1.energy.occ,Biotech.nanFloor.Lab_417B.Hood_1.energy.unocc,Biotech.nanFloor.Lab_417B.Hood_1.sashOpenTime.occ,Biotech.nanFloor.Lab_417B.Hood_1.sashOpenTime.unocc
52,418,4,biotech_main,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_418_control/hoodvalve_flow,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_418_control/hood_sash,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_418_control/occ,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_418_control/zone/zone_temp/trend_log,#biotech/ground_flr_mech/building_hydronic_heating_syatems/reheat_heat_exchanger/oat,,Biotech.nanFloor.Lab_418.Hood_1.energy.occ,Biotech.nanFloor.Lab_418.Hood_1.energy.unocc,Biotech.nanFloor.Lab_418.Hood_1.sashOpenTime.occ,Biotech.nanFloor.Lab_418.Hood_1.sashOpenTime.unocc
53,421,4,biotech_main,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_421_control/hoodvalve_flow,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_421_control/hood_sash,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_421_control/occ,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_421_control/zone/zone_temp/trend_log,#biotech/ground_flr_mech/building_hydronic_heating_syatems/reheat_heat_exchanger/oat,,Biotech.nanFloor.Lab_421.Hood_1.energy.occ,Biotech.nanFloor.Lab_421.Hood_1.energy.unocc,Biotech.nanFloor.Lab_421.Hood_1.sashOpenTime.occ,Biotech.nanFloor.Lab_421.Hood_1.sashOpenTime.unocc
54,421B,4,biotech_main,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_421b_control/hoodvalve_flow,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_421b_control/hood_sash,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_421b_control/occ,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_421b_control/zone/zone_temp/trend_log,#biotech/ground_flr_mech/building_hydronic_heating_syatems/reheat_heat_exchanger/oat,,Biotech.nanFloor.Lab_421B.Hood_1.energy.occ,Biotech.nanFloor.Lab_421B.Hood_1.energy.unocc,Biotech.nanFloor.Lab_421B.Hood_1.sashOpenTime.occ,Biotech.nanFloor.Lab_421B.Hood_1.sashOpenTime.unocc
55,427B,4,biotech_main,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_427b_control/hoodvalve_flow,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_427b_control/hood_sash,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_427b_control/occ,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_427b_control/zone/zone_temp/trend_log,#biotech/ground_flr_mech/building_hydronic_heating_syatems/reheat_heat_exchanger/oat,,Biotech.nanFloor.Lab_427B.Hood_1.energy.occ,Biotech.nanFloor.Lab_427B.Hood_1.energy.unocc,Biotech.nanFloor.Lab_427B.Hood_1.sashOpenTime.occ,Biotech.nanFloor.Lab_427B.Hood_1.sashOpenTime.unocc
56,433,4,biotech_main,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_433_control/hoodvalve_flow,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_433_control/hood_sash,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_433_control/occ,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_433_control/zone/zone_temp/trend_log,#biotech/ground_flr_mech/building_hydronic_heating_syatems/reheat_heat_exchanger/oat,,Biotech.nanFloor.Lab_433.Hood_1.energy.occ,Biotech.nanFloor.Lab_433.Hood_1.energy.unocc,Biotech.nanFloor.Lab_433.Hood_1.sashOpenTime.occ,Biotech.nanFloor.Lab_433.Hood_1.sashOpenTime.unocc
57,433B,4,biotech_main,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_433b_control/hoodvalve_flow,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_433b_control/hood_sash,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_433b_control/occ,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_433b_control/zone/zone_temp/trend_log,#biotech/ground_flr_mech/building_hydronic_heating_syatems/reheat_heat_exchanger/oat,,Biotech.nanFloor.Lab_433B.Hood_1.energy.occ,Biotech.nanFloor.Lab_433B.Hood_1.energy.unocc,Biotech.nanFloor.Lab_433B.Hood_1.sashOpenTime.occ,Biotech.nanFloor.Lab_433B.Hood_1.sashOpenTime.unocc
58,441,4,biotech_main,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_441_control/hoodvalve_flow,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_441_control/hood_sash,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_441_control/occ,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_441_control/zone/zone_temp/trend_log,#biotech/ground_flr_mech/building_hydronic_heating_syatems/reheat_heat_exchanger/oat,,Biotech.nanFloor.Lab_441.Hood_1.energy.occ,Biotech.nanFloor.Lab_441.Hood_1.energy.unocc,Biotech.nanFloor.Lab_441.Hood_1.sashOpenTime.occ,Biotech.nanFloor.Lab_441.Hood_1.sashOpenTime.unocc
59,441B,4,biotech_main,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_441b_control/hoodvalve_flow,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_441b_control/hood_sash,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_441b_control/occ,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_441b_control/zone/zone_temp/trend_log,#biotech/ground_flr_mech/building_hydronic_heating_syatems/reheat_heat_exchanger/oat,,Biotech.nanFloor.Lab_441B.Hood_1.energy.occ,Biotech.nanFloor.Lab_441B.Hood_1.energy.unocc,Biotech.nanFloor.Lab_441B.Hood_1.sashOpenTime.occ,Biotech.nanFloor.Lab_441B.Hood_1.sashOpenTime.unocc
60,445,4,biotech_main,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_445_control/hoodvalve_flow,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_445_control/hood_sash,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_445_control/occ,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_445_control/zone/zone_temp/trend_log,#biotech/ground_flr_mech/building_hydronic_heating_syatems/reheat_heat_exchanger/oat,,Biotech.nanFloor.Lab_445.Hood_1.energy.occ,Biotech.nanFloor.Lab_445.Hood_1.energy.unocc,Biotech.nanFloor.Lab_445.Hood_1.sashOpenTime.occ,Biotech.nanFloor.Lab_445.Hood_1.sashOpenTime.unocc
61,445B,4,biotech_main,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_445b_control/hoodvalve_flow,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_445b_control/hood_sash,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_445b_control/occ,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_445b_control/zone/zone_temp/trend_log,#biotech/ground_flr_mech/building_hydronic_heating_syatems/reheat_heat_exchanger/oat,,Biotech.nanFloor.Lab_445B.Hood_1.energy.occ,Biotech.nanFloor.Lab_445B.Hood_1.energy.unocc,Biotech.nanFloor.Lab_445B.Hood_1.sashOpenTime.occ,Biotech.nanFloor.Lab_445B.Hood_1.sashOpenTime.unocc
62,453,4,biotech_main,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_453_control/hoodvalve_flow,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_453_control/hood_sash,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_453_control/occ,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_453_control/zone/zone_temp/trend_log,#biotech/ground_flr_mech/building_hydronic_heating_syatems/reheat_heat_exchanger/oat,,Biotech.nanFloor.Lab_453.Hood_1.energy.occ,Biotech.nanFloor.Lab_453.Hood_1.energy.unocc,Biotech.nanFloor.Lab_453.Hood_1.sashOpenTime.occ,Biotech.nanFloor.Lab_453.Hood_1.sashOpenTime.unocc
63,453B,4,biotech_main,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_453b_control/hoodvalve_flow,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_453b_control/hood_sash,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_453b_control/occ,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_453b_control/zone/zone_temp/trend_log,#biotech/ground_flr_mech/building_hydronic_heating_syatems/reheat_heat_exchanger/oat,,Biotech.nanFloor.Lab_453B.Hood_1.energy.occ,Biotech.nanFloor.Lab_453B.Hood_1.energy.unocc,Biotech.nanFloor.Lab_453B.Hood_1.sashOpenTime.occ,Biotech.nanFloor.Lab_453B.Hood_1.sashOpenTime.unocc
64,457,4,biotech_main,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_457_control/hoodvalve_flow,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_457_control/hood_sash,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_457_control/occ,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_457_control/zone/zone_temp/trend_log,#biotech/ground_flr_mech/building_hydronic_heating_syatems/reheat_heat_exchanger/oat,,Biotech.nanFloor.Lab_457.Hood_1.energy.occ,Biotech.nanFloor.Lab_457.Hood_1.energy.unocc,Biotech.nanFloor.Lab_457.Hood_1.sashOpenTime.occ,Biotech.nanFloor.Lab_457.Hood_1.sashOpenTime.unocc
65,457B,4,biotech_main,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_457b_control/hoodvalve_flow,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_457b_control/hood_sash,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_457b_control/occ,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_457b_control/zone/zone_temp/trend_log,#biotech/ground_flr_mech/building_hydronic_heating_syatems/reheat_heat_exchanger/oat,,Biotech.nanFloor.Lab_457B.Hood_1.energy.occ,Biotech.nanFloor.Lab_457B.Hood_1.energy.unocc,Biotech.nanFloor.Lab_457B.Hood_1.sashOpenTime.occ,Biotech.nanFloor.Lab_457B.Hood_1.sashOpenTime.unocc
